date,state,county,candidate,party,candidatevotes,totalvotes
11/3/1992,OH,Hancock,Clinton,democrat,7944,31963
11/3/1992,OH,Hancock,Bush,republican,republican,16821,31963
11/3/1992,OH,Hancock,Perot,reform,7002,31963
11/3/1992,OH,Hancock,Other,other,196,31963
11/3/1992,OH,Hardin,Clinton,democrat,4364,13215
11/3/1992,OH,Hardin,Bush,republican,republican,5851,13215
11/3/1992,OH,Hardin,Perot,reform,2867,13215
11/3/1992,OH,Hardin,Other,other,133,13215
11/3/1992,OH,Harrison,Clinton,democrat,3830,7827
11/3/1992,OH,Harrison,Bush,republican,republican,2289,7827
11/3/1992,OH,Harrison,Perot,reform,1679,7827
11/3/1992,OH,Harrison,Other,other,29,7827
11/3/1992,OH,Henry,Clinton,democrat,3933,13359
11/3/1992,OH,Henry,Bush,republican,republican,6196,13359
11/3/1992,OH,Henry,Perot,reform,3178,13359
11/3/1992,OH,Henry,Other,other,52,13359
11/3/1992,OH,Highland,Clinton,democrat,4866,15242
11/3/1992,OH,Highland,Bush,republican,republican,7020,15242
11/3/1992,OH,Highland,Perot,reform,3315,15242
11/3/1992,OH,Highland,Other,other,41,15242
11/3/1992,OH,Hocking,Clinton,democrat,3935,10574
11/3/1992,OH,Hocking,Bush,republican,republican,3761,10574
11/3/1992,OH,Hocking,Perot,reform,2831,10574
11/3/1992,OH,Hocking,Other,other,47,10574
11/3/1992,OH,Holmes,Clinton,democrat,1969,9056
11/3/1992,OH,Holmes,Bush,republican,republican,5079,9056
11/3/1992,OH,Holmes,Perot,reform,1945,9056
11/3/1992,OH,Holmes,Other,other,63,9056
11/3/1992,OH,Huron,Clinton,democrat,7930,24471
11/3/1992,OH,Huron,Bush,republican,republican,9480,24471
11/3/1992,OH,Huron,Perot,reform,6751,24471
11/3/1992,OH,Huron,Other,other,310,24471
11/3/1992,OH,Jackson,Clinton,democrat,5016,12883
11/3/1992,OH,Jackson,Bush,republican,republican,5422,12883
11/3/1992,OH,Jackson,Perot,reform,2389,12883
11/3/1992,OH,Jackson,Other,other,56,12883
11/3/1992,OH,Jefferson,Clinton,democrat,20978,38798
11/3/1992,OH,Jefferson,Bush,republican,republican,10764,38798
11/3/1992,OH,Jefferson,Perot,reform,6910,38798
11/3/1992,OH,Jefferson,Other,other,146,38798
11/3/1992,OH,Knox,Clinton,democrat,7259,21745
11/3/1992,OH,Knox,Bush,republican,republican,9044,21745
11/3/1992,OH,Knox,Perot,reform,5282,21745
11/3/1992,OH,Knox,Other,other,160,21745
11/3/1992,OH,Lake,Clinton,democrat,37682,105990
11/3/1992,OH,Lake,Bush,republican,republican,40766,105990
11/3/1992,OH,Lake,Perot,reform,26878,105990
11/3/1992,OH,Lake,Other,other,664,105990
11/3/1992,OH,Lawrence,Clinton,democrat,12325,27021
11/3/1992,OH,Lawrence,Bush,republican,republican,10044,27021
11/3/1992,OH,Lawrence,Perot,reform,4536,27021
11/3/1992,OH,Lawrence,Other,other,116,27021
11/3/1992,OH,Licking,Clinton,democrat,18898,60434
11/3/1992,OH,Licking,Bush,republican,republican,26918,60434
11/3/1992,OH,Licking,Perot,reform,13806,60434
11/3/1992,OH,Licking,Other,other,812,60434
11/3/1992,OH,Logan,Clinton,democrat,4889,18787
11/3/1992,OH,Logan,Bush,republican,republican,9364,18787
11/3/1992,OH,Logan,Perot,reform,4472,18787
11/3/1992,OH,Logan,Other,other,62,18787
11/3/1992,OH,Lorain,Clinton,democrat,50962,118605
11/3/1992,OH,Lorain,Bush,republican,republican,36803,118605
11/3/1992,OH,Lorain,Perot,reform,30425,118605
11/3/1992,OH,Lorain,Other,other,415,118605
11/3/1992,OH,Lucas,Clinton,democrat,99989,203019
11/3/1992,OH,Lucas,Bush,republican,republican,63297,203019
11/3/1992,OH,Lucas,Perot,reform,38108,203019
11/3/1992,OH,Lucas,Other,other,1625,203019
11/3/1992,OH,Madison,Clinton,democrat,3998,14071
11/3/1992,OH,Madison,Bush,republican,republican,6865,14071
11/3/1992,OH,Madison,Perot,reform,3170,14071
11/3/1992,OH,Madison,Other,other,38,14071
11/3/1992,OH,Mahoning,Clinton,democrat,64731,125650
11/3/1992,OH,Mahoning,Bush,republican,republican,31191,125650
11/3/1992,OH,Mahoning,Perot,reform,29417,125650
11/3/1992,OH,Mahoning,Other,other,311,125650
11/3/1992,OH,Marion,Clinton,democrat,9444,27715
11/3/1992,OH,Marion,Bush,republican,republican,11675,27715
11/3/1992,OH,Marion,Perot,reform,6471,27715
11/3/1992,OH,Marion,Other,other,125,27715
11/3/1992,OH,Medina,Clinton,democrat,18995,60601
11/3/1992,OH,Medina,Bush,republican,republican,24090,60601
11/3/1992,OH,Medina,Perot,reform,17290,60601
11/3/1992,OH,Medina,Other,other,226,60601
11/3/1992,OH,Meigs,Clinton,democrat,4226,10286
11/3/1992,OH,Meigs,Bush,republican,republican,3916,10286
11/3/1992,OH,Meigs,Perot,reform,2098,10286
11/3/1992,OH,Meigs,Other,other,46,10286
11/3/1992,OH,Mercer,Clinton,democrat,4883,18545
11/3/1992,OH,Mercer,Bush,republican,republican,8683,18545
11/3/1992,OH,Mercer,Perot,reform,4913,18545
11/3/1992,OH,Mercer,Other,other,66,18545
11/3/1992,OH,Miami,Clinton,democrat,12547,43006
11/3/1992,OH,Miami,Bush,republican,republican,19741,43006
11/3/1992,OH,Miami,Perot,reform,10544,43006
11/3/1992,OH,Miami,Other,other,174,43006
11/3/1992,OH,Monroe,Clinton,democrat,4235,7591
11/3/1992,OH,Monroe,Bush,republican,republican,1823,7591
11/3/1992,OH,Monroe,Perot,reform,1505,7591
11/3/1992,OH,Monroe,Other,other,28,7591
11/3/1992,OH,Montgomery,Clinton,democrat,108017,261720
11/3/1992,OH,Montgomery,Bush,republican,republican,104751,261720
11/3/1992,OH,Montgomery,Perot,reform,47854,261720
11/3/1992,OH,Montgomery,Other,other,1098,261720
11/3/1992,OH,Morgan,Clinton,democrat,2402,6707
11/3/1992,OH,Morgan,Bush,republican,republican,2719,6707
11/3/1992,OH,Morgan,Perot,reform,1551,6707
11/3/1992,OH,Morgan,Other,other,35,6707
11/3/1992,OH,Morrow,Clinton,democrat,3907,12791
11/3/1992,OH,Morrow,Bush,republican,republican,5208,12791
11/3/1992,OH,Morrow,Perot,reform,3623,12791
11/3/1992,OH,Morrow,Other,other,53,12791
11/3/1992,OH,Muskingum,Clinton,democrat,11670,34720
11/3/1992,OH,Muskingum,Bush,republican,republican,14168,34720
11/3/1992,OH,Muskingum,Perot,reform,8731,34720
11/3/1992,OH,Muskingum,Other,other,151,34720
11/3/1992,OH,Noble,Clinton,democrat,2201,5883
11/3/1992,OH,Noble,Bush,republican,republican,2223,5883
11/3/1992,OH,Noble,Perot,reform,1429,5883
11/3/1992,OH,Noble,Other,other,30,5883
11/3/1992,OH,Ottawa,Clinton,democrat,8128,19795
11/3/1992,OH,Ottawa,Bush,republican,republican,6782,19795
11/3/1992,OH,Ottawa,Perot,reform,4832,19795
11/3/1992,OH,Ottawa,Other,other,53,19795
11/3/1992,OH,Paulding,Clinton,democrat,3293,9510
11/3/1992,OH,Paulding,Bush,republican,republican,3652,9510
11/3/1992,OH,Paulding,Perot,reform,2510,9510
11/3/1992,OH,Paulding,Other,other,55,9510
11/3/1992,OH,Perry,Clinton,democrat,4972,13547
11/3/1992,OH,Perry,Bush,republican,republican,4712,13547
11/3/1992,OH,Perry,Perot,reform,3810,13547
11/3/1992,OH,Perry,Other,other,53,13547
11/3/1992,OH,Pickaway,Clinton,democrat,5765,18930
11/3/1992,OH,Pickaway,Bush,republican,republican,8690,18930
11/3/1992,OH,Pickaway,Perot,reform,4319,18930
11/3/1992,OH,Pickaway,Other,other,156,18930
11/3/1992,OH,Pike,Clinton,democrat,5057,11393
11/3/1992,OH,Pike,Bush,republican,republican,4094,11393
11/3/1992,OH,Pike,Perot,reform,2192,11393
11/3/1992,OH,Pike,Other,other,50,11393
11/3/1992,OH,Portage,Clinton,democrat,26325,62135
11/3/1992,OH,Portage,Bush,republican,republican,18447,62135
11/3/1992,OH,Portage,Perot,reform,17065,62135
11/3/1992,OH,Portage,Other,other,298,62135
11/3/1992,OH,Preble,Clinton,democrat,5557,18098
11/3/1992,OH,Preble,Bush,republican,republican,8023,18098
11/3/1992,OH,Preble,Perot,reform,4460,18098
11/3/1992,OH,Preble,Other,other,58,18098
11/3/1992,OH,Putnam,Clinton,democrat,3962,17004
11/3/1992,OH,Putnam,Bush,republican,republican,9338,17004
11/3/1992,OH,Putnam,Perot,reform,3648,17004
11/3/1992,OH,Putnam,Other,other,56,17004
11/3/1992,OH,Richland,Clinton,democrat,19606,56697
11/3/1992,OH,Richland,Bush,republican,republican,23532,56697
11/3/1992,OH,Richland,Perot,reform,13370,56697
11/3/1992,OH,Richland,Other,other,189,56697
11/3/1992,OH,Ross,Clinton,democrat,10452,27173
11/3/1992,OH,Ross,Bush,republican,republican,10825,27173
11/3/1992,OH,Ross,Perot,reform,5616,27173
11/3/1992,OH,Ross,Other,other,280,27173
11/3/1992,OH,Sandusky,Clinton,democrat,9878,27472
11/3/1992,OH,Sandusky,Bush,republican,republican,10772,27472
11/3/1992,OH,Sandusky,Perot,reform,6682,27472
11/3/1992,OH,Sandusky,Other,other,140,27472
11/3/1992,OH,Scioto,Clinton,democrat,14715,33624
11/3/1992,OH,Scioto,Bush,republican,republican,11931,33624
11/3/1992,OH,Scioto,Perot,reform,6860,33624
11/3/1992,OH,Scioto,Other,other,118,33624
11/3/1992,OH,Seneca,Clinton,democrat,9280,26150
11/3/1992,OH,Seneca,Bush,republican,republican,9763,26150
11/3/1992,OH,Seneca,Perot,reform,6967,26150
11/3/1992,OH,Seneca,Other,other,140,26150
11/3/1992,OH,Shelby,Clinton,democrat,5262,20011
11/3/1992,OH,Shelby,Bush,republican,republican,8854,20011
11/3/1992,OH,Shelby,Perot,reform,5835,20011
11/3/1992,OH,Shelby,Other,other,60,20011
11/3/1992,OH,Stark,Clinton,democrat,70064,175092
11/3/1992,OH,Stark,Bush,republican,republican,61863,175092
11/3/1992,OH,Stark,Perot,reform,42413,175092
11/3/1992,OH,Stark,Other,other,752,175092
11/3/1992,OH,Summit,Clinton,democrat,107881,241492
11/3/1992,OH,Summit,Bush,republican,republican,77530,241492
11/3/1992,OH,Summit,Perot,reform,55151,241492
11/3/1992,OH,Summit,Other,other,930,241492
11/3/1992,OH,Trumbull,Clinton,democrat,54591,107606
11/3/1992,OH,Trumbull,Bush,republican,republican,25831,107606
11/3/1992,OH,Trumbull,Perot,reform,26791,107606
11/3/1992,OH,Trumbull,Other,other,393,107606
11/3/1992,OH,Tuscarawas,Clinton,democrat,14787,36894
11/3/1992,OH,Tuscarawas,Bush,republican,republican,13179,36894
11/3/1992,OH,Tuscarawas,Perot,reform,8785,36894
11/3/1992,OH,Tuscarawas,Other,other,143,36894
11/3/1992,OH,Union,Clinton,democrat,3465,14777
11/3/1992,OH,Union,Bush,republican,republican,7818,14777
11/3/1992,OH,Union,Perot,reform,3433,14777
11/3/1992,OH,Union,Other,other,61,14777
11/3/1992,OH,Van_Wert,Clinton,democrat,3822,14217
11/3/1992,OH,Van_Wert,Bush,republican,republican,7227,14217
11/3/1992,OH,Van_Wert,Perot,reform,3102,14217
11/3/1992,OH,Van_Wert,Other,other,66,14217
11/3/1992,OH,Vinton,Clinton,democrat,2308,5363
11/3/1992,OH,Vinton,Bush,republican,republican,1975,5363
11/3/1992,OH,Vinton,Perot,reform,1050,5363
11/3/1992,OH,Vinton,Other,other,30,5363
11/3/1992,OH,Warren,Clinton,democrat,13542,52802
11/3/1992,OH,Warren,Bush,republican,republican,27998,52802
11/3/1992,OH,Warren,Perot,reform,11115,52802
11/3/1992,OH,Warren,Other,other,147,52802
11/3/1992,OH,Washington,Clinton,democrat,10380,28073
11/3/1992,OH,Washington,Bush,republican,republican,12204,28073
11/3/1992,OH,Washington,Perot,reform,5415,28073
11/3/1992,OH,Washington,Other,other,74,28073
11/3/1992,OH,Wayne,Clinton,democrat,13953,41982
11/3/1992,OH,Wayne,Bush,republican,republican,18350,41982
11/3/1992,OH,Wayne,Perot,reform,9482,41982
11/3/1992,OH,Wayne,Other,other,197,41982
11/3/1992,OH,Williams,Clinton,democrat,4862,17464
11/3/1992,OH,Williams,Bush,republican,republican,7614,17464
11/3/1992,OH,Williams,Perot,reform,4902,17464
11/3/1992,OH,Williams,Other,other,86,17464
11/3/1992,OH,Wood,Clinton,democrat,20754,53203
11/3/1992,OH,Wood,Bush,republican,republican,20579,53203
11/3/1992,OH,Wood,Perot,reform,11682,53203
11/3/1992,OH,Wood,Other,other,188,53203
11/3/1992,OH,Wyandot,Clinton,democrat,3031,10443
11/3/1992,OH,Wyandot,Bush,republican,republican,4411,10443
11/3/1992,OH,Wyandot,Perot,reform,2929,10443
11/3/1992,OH,Wyandot,Other,other,72,10443
11/3/1992,OR,Baker,Clinton,democrat,2395,7530
11/3/1992,OR,Baker,Bush,republican,republican,2862,7530
11/3/1992,OR,Baker,Perot,reform,2191,7530
11/3/1992,OR,Benton,Clinton,democrat,17966,37923
11/3/1992,OR,Benton,Bush,republican,republican,11550,37923
11/3/1992,OR,Benton,Perot,reform,8103,37923
11/3/1992,OR,Clackamas,Clinton,democrat,60310,154538
11/3/1992,OR,Clackamas,Bush,republican,republican,53724,154538
11/3/1992,OR,Clackamas,Perot,reform,39776,154538
11/3/1992,OR,Clatsop,Clinton,democrat,7700,16812
11/3/1992,OR,Clatsop,Bush,republican,republican,4683,16812
11/3/1992,OR,Clatsop,Perot,reform,4316,16812
11/3/1992,OR,Columbia,Clinton,democrat,8298,19402
11/3/1992,OR,Columbia,Bush,republican,republican,5227,19402
11/3/1992,OR,Columbia,Perot,reform,5670,19402
11/3/1992,OR,Coos,Clinton,democrat,12072,29659
11/3/1992,OR,Coos,Bush,republican,republican,9284,29659
11/3/1992,OR,Coos,Perot,reform,7989,29659
11/3/1992,OR,Crook,Clinton,democrat,2508,7271
11/3/1992,OR,Crook,Bush,republican,republican,2703,7271
11/3/1992,OR,Crook,Perot,reform,2024,7271
11/3/1992,OR,Curry,Clinton,democrat,3841,11050
11/3/1992,OR,Curry,Bush,republican,republican,3809,11050
11/3/1992,OR,Curry,Perot,reform,3310,11050
11/3/1992,OR,Deschutes,Clinton,democrat,15693,43918
11/3/1992,OR,Deschutes,Bush,republican,republican,15655,43918
11/3/1992,OR,Deschutes,Perot,reform,12293,43918
11/3/1992,OR,Douglas,Clinton,democrat,14137,45860
11/3/1992,OR,Douglas,Bush,republican,republican,19011,45860
11/3/1992,OR,Douglas,Perot,reform,12377,45860
11/3/1992,OR,Gilliam,Clinton,democrat,374,1038
11/3/1992,OR,Gilliam,Bush,republican,republican,377,1038
11/3/1992,OR,Gilliam,Perot,reform,283,1038
11/3/1992,OR,Grant,Clinton,democrat,1135,3986
11/3/1992,OR,Grant,Bush,republican,republican,1496,3986
11/3/1992,OR,Grant,Perot,reform,1302,3986
11/3/1992,OR,Harney,Clinton,democrat,973,3372
11/3/1992,OR,Harney,Bush,republican,republican,1350,3372
11/3/1992,OR,Harney,Perot,reform,1024,3372
11/3/1992,OR,Hood_River,Clinton,democrat,3106,7841
11/3/1992,OR,Hood_River,Bush,republican,republican,2453,7841
11/3/1992,OR,Hood_River,Perot,reform,2235,7841
11/3/1992,OR,Jackson,Clinton,democrat,29146,77096
11/3/1992,OR,Jackson,Bush,republican,republican,28704,77096
11/3/1992,OR,Jackson,Perot,reform,18633,77096
11/3/1992,OR,Jefferson,Clinton,democrat,2161,5906
11/3/1992,OR,Jefferson,Bush,republican,republican,1962,5906
11/3/1992,OR,Jefferson,Perot,reform,1741,5906
11/3/1992,OR,Josephine,Clinton,democrat,11007,33559
11/3/1992,OR,Josephine,Bush,republican,republican,13003,33559
11/3/1992,OR,Josephine,Perot,reform,8426,33559
11/3/1992,OR,Klamath,Clinton,democrat,7918,26593
11/3/1992,OR,Klamath,Bush,republican,republican,11864,26593
11/3/1992,OR,Klamath,Perot,reform,6636,26593
11/3/1992,OR,Lake,Clinton,democrat,1019,3802
11/3/1992,OR,Lake,Bush,republican,republican,1791,3802
11/3/1992,OR,Lake,Perot,reform,980,3802
11/3/1992,OR,Lane,Clinton,democrat,74083,151862
11/3/1992,OR,Lane,Bush,republican,republican,41789,151862
11/3/1992,OR,Lane,Perot,reform,34906,151862
11/3/1992,OR,Lincoln,Clinton,democrat,9603,21623
11/3/1992,OR,Lincoln,Bush,republican,republican,5716,21623
11/3/1992,OR,Lincoln,Perot,reform,6127,21623
11/3/1992,OR,Linn,Clinton,democrat,15399,45287
11/3/1992,OR,Linn,Bush,republican,republican,16461,45287
11/3/1992,OR,Linn,Perot,reform,13256,45287
11/3/1992,OR,Malheur,Clinton,democrat,2539,10663
11/3/1992,OR,Malheur,Bush,republican,republican,5374,10663
11/3/1992,OR,Malheur,Perot,reform,2654,10663
11/3/1992,OR,Marion,Clinton,democrat,41137,110334
11/3/1992,OR,Marion,Bush,republican,republican,42145,110334
11/3/1992,OR,Marion,Perot,reform,26156,110334
11/3/1992,OR,Morrow,Clinton,democrat,1174,3474
11/3/1992,OR,Morrow,Bush,republican,republican,1187,3474
11/3/1992,OR,Morrow,Perot,reform,1089,3474
11/3/1992,OR,Multnomah,Clinton,democrat,165081,298291
11/3/1992,OR,Multnomah,Bush,republican,republican,72326,298291
11/3/1992,OR,Multnomah,Perot,reform,58236,298291
11/3/1992,OR,Polk,Clinton,democrat,9551,25614
11/3/1992,OR,Polk,Bush,republican,republican,10082,25614
11/3/1992,OR,Polk,Perot,reform,5818,25614
11/3/1992,OR,Sherman,Clinton,democrat,362,1116
11/3/1992,OR,Sherman,Bush,republican,republican,424,1116
11/3/1992,OR,Sherman,Perot,reform,326,1116
11/3/1992,OR,Tillamook,Clinton,democrat,5040,11484
11/3/1992,OR,Tillamook,Bush,republican,republican,3359,11484
11/3/1992,OR,Tillamook,Perot,reform,2997,11484
11/3/1992,OR,Umatilla,Clinton,democrat,6787,19643
11/3/1992,OR,Umatilla,Bush,republican,republican,7095,19643
11/3/1992,OR,Umatilla,Perot,reform,5581,19643
11/3/1992,OR,Union,Clinton,democrat,3990,11588
11/3/1992,OR,Union,Bush,republican,republican,4223,11588
11/3/1992,OR,Union,Perot,reform,3305,11588
11/3/1992,OR,Wallowa,Clinton,democrat,1203,4074
11/3/1992,OR,Wallowa,Bush,republican,republican,1630,4074
11/3/1992,OR,Wallowa,Perot,reform,1209,4074
11/3/1992,OR,Wasco,Clinton,democrat,4663,10973
11/3/1992,OR,Wasco,Bush,republican,republican,3242,10973
11/3/1992,OR,Wasco,Perot,reform,3008,10973
11/3/1992,OR,Washington,Clinton,democrat,67528,167195
11/3/1992,OR,Washington,Bush,republican,republican,57146,167195
11/3/1992,OR,Washington,Perot,reform,41575,167195
11/3/1992,OR,Wheeler,Clinton,democrat,267,860
11/3/1992,OR,Wheeler,Bush,republican,republican,357,860
11/3/1992,OR,Wheeler,Perot,reform,227,860
11/3/1992,OR,Yamhill,Clinton,democrat,11148,31406
11/3/1992,OR,Yamhill,Bush,republican,republican,11693,31406
11/3/1992,OR,Yamhill,Perot,reform,8312,31406
11/3/1992,PA,Adams,Clinton,democrat,9576,29501
11/3/1992,PA,Adams,Bush,republican,republican,13552,29501
11/3/1992,PA,Adams,Perot,reform,6313,29501
11/3/1992,PA,Allegheny,Clinton,democrat,324004,614187
11/3/1992,PA,Allegheny,Bush,republican,republican,183035,614187
11/3/1992,PA,Allegheny,Perot,reform,103470,614187
11/3/1992,PA,Armstrong,Clinton,democrat,12995,28333
11/3/1992,PA,Armstrong,Bush,republican,republican,9122,28333
11/3/1992,PA,Armstrong,Perot,reform,6166,28333
11/3/1992,PA,Beaver,Clinton,democrat,44877,82340
11/3/1992,PA,Beaver,Bush,republican,republican,21361,82340
11/3/1992,PA,Beaver,Perot,reform,15954,82340
11/3/1992,PA,Bedford,Clinton,democrat,5840,18817
11/3/1992,PA,Bedford,Bush,republican,republican,9216,18817
11/3/1992,PA,Bedford,Perot,reform,3731,18817
11/3/1992,PA,Berks,Clinton,democrat,46031,131407
11/3/1992,PA,Berks,Bush,republican,republican,52939,131407
11/3/1992,PA,Berks,Perot,reform,31663,131407
11/3/1992,PA,Blair,Clinton,democrat,14857,44758
11/3/1992,PA,Blair,Bush,republican,republican,21447,44758
11/3/1992,PA,Blair,Perot,reform,8284,44758
11/3/1992,PA,Bradford,Clinton,democrat,6903,22628
11/3/1992,PA,Bradford,Bush,republican,republican,10221,22628
11/3/1992,PA,Bradford,Perot,reform,5452,22628
11/3/1992,PA,Bucks,Clinton,democrat,97902,248507
11/3/1992,PA,Bucks,Bush,republican,republican,94584,248507
11/3/1992,PA,Bucks,Perot,reform,53931,248507
11/3/1992,PA,Butler,Clinton,democrat,22303,61130
11/3/1992,PA,Butler,Bush,republican,republican,23656,61130
11/3/1992,PA,Butler,Perot,reform,15013,61130
11/3/1992,PA,Cambria,Clinton,democrat,34334,66349
11/3/1992,PA,Cambria,Bush,republican,republican,20770,66349
11/3/1992,PA,Cambria,Perot,reform,11070,66349
11/3/1992,PA,Cameron,Clinton,democrat,824,2678
11/3/1992,PA,Cameron,Bush,republican,republican,1173,2678
11/3/1992,PA,Cameron,Perot,reform,676,2678
11/3/1992,PA,Carbon,Clinton,democrat,9072,21659
11/3/1992,PA,Carbon,Bush,republican,republican,7243,21659
11/3/1992,PA,Carbon,Perot,reform,5222,21659
11/3/1992,PA,Centre,Clinton,democrat,21177,51225
11/3/1992,PA,Centre,Bush,republican,republican,20478,51225
11/3/1992,PA,Centre,Perot,reform,9356,51225
11/3/1992,PA,Chester,Clinton,democrat,59643,169208
11/3/1992,PA,Chester,Bush,republican,republican,74002,169208
11/3/1992,PA,Chester,Perot,reform,34536,169208
11/3/1992,PA,Clarion,Clinton,democrat,5584,15718
11/3/1992,PA,Clarion,Bush,republican,republican,6477,15718
11/3/1992,PA,Clarion,Perot,reform,3619,15718
11/3/1992,PA,Clearfield,Clinton,democrat,12247,30847
11/3/1992,PA,Clearfield,Bush,republican,republican,11553,30847
11/3/1992,PA,Clearfield,Perot,reform,6989,30847
11/3/1992,PA,Clinton,Clinton,democrat,5397,12569
11/3/1992,PA,Clinton,Bush,republican,republican,4471,12569
11/3/1992,PA,Clinton,Perot,reform,2654,12569
11/3/1992,PA,Columbia,Clinton,democrat,8261,23739
11/3/1992,PA,Columbia,Bush,republican,republican,9742,23739
11/3/1992,PA,Columbia,Perot,reform,5683,23739
11/3/1992,PA,Crawford,Clinton,democrat,12813,34628
11/3/1992,PA,Crawford,Bush,republican,republican,14112,34628
11/3/1992,PA,Crawford,Perot,reform,7392,34628
11/3/1992,PA,Cumberland,Clinton,democrat,26635,84573
11/3/1992,PA,Cumberland,Bush,republican,republican,43447,84573
11/3/1992,PA,Cumberland,Perot,reform,14344,84573
11/3/1992,PA,Dauphin,Clinton,democrat,36990,98910
11/3/1992,PA,Dauphin,Bush,republican,republican,45479,98910
11/3/1992,PA,Dauphin,Perot,reform,16063,98910
11/3/1992,PA,Delaware,Clinton,democrat,111210,266074
11/3/1992,PA,Delaware,Bush,republican,republican,108587,266074
11/3/1992,PA,Delaware,Perot,reform,43728,266074
11/3/1992,PA,Elk,Clinton,democrat,5016,13832
11/3/1992,PA,Elk,Bush,republican,republican,4908,13832
11/3/1992,PA,Elk,Perot,reform,3885,13832
11/3/1992,PA,Erie,Clinton,democrat,56381,117804
11/3/1992,PA,Erie,Bush,republican,republican,39283,117804
11/3/1992,PA,Erie,Perot,reform,21510,117804
11/3/1992,PA,Fayette,Clinton,democrat,30577,53861
11/3/1992,PA,Fayette,Bush,republican,republican,12820,53861
11/3/1992,PA,Fayette,Perot,reform,10162,53861
11/3/1992,PA,Forest,Clinton,democrat,890,2144
11/3/1992,PA,Forest,Bush,republican,republican,801,2144
11/3/1992,PA,Forest,Perot,reform,448,2144
11/3/1992,PA,Franklin,Clinton,democrat,13440,43834
11/3/1992,PA,Franklin,Bush,republican,republican,23387,43834
11/3/1992,PA,Franklin,Perot,reform,6941,43834
11/3/1992,PA,Fulton,Clinton,democrat,1588,5023
11/3/1992,PA,Fulton,Bush,republican,republican,2558,5023
11/3/1992,PA,Fulton,Perot,reform,869,5023
11/3/1992,PA,Greene,Clinton,democrat,8438,15135
11/3/1992,PA,Greene,Bush,republican,republican,3482,15135
11/3/1992,PA,Greene,Perot,reform,3186,15135
11/3/1992,PA,Huntingdon,Clinton,democrat,5153,15700
11/3/1992,PA,Huntingdon,Bush,republican,republican,7249,15700
11/3/1992,PA,Huntingdon,Perot,reform,3273,15700
11/3/1992,PA,Indiana,Clinton,democrat,15194,33314
11/3/1992,PA,Indiana,Bush,republican,republican,10966,33314
11/3/1992,PA,Indiana,Perot,reform,7089,33314
11/3/1992,PA,Jefferson,Clinton,democrat,5998,17711
11/3/1992,PA,Jefferson,Bush,republican,republican,7271,17711
11/3/1992,PA,Jefferson,Perot,reform,4403,17711
11/3/1992,PA,Juniata,Clinton,democrat,2601,8420
11/3/1992,PA,Juniata,Bush,republican,republican,3980,8420
11/3/1992,PA,Juniata,Perot,reform,1819,8420
11/3/1992,PA,Lackawanna,Clinton,democrat,45054,94968
11/3/1992,PA,Lackawanna,Bush,republican,republican,33443,94968
11/3/1992,PA,Lackawanna,Perot,reform,15667,94968
11/3/1992,PA,Lancaster,Clinton,democrat,44255,160180
11/3/1992,PA,Lancaster,Bush,republican,republican,88447,160180
11/3/1992,PA,Lancaster,Perot,reform,26807,160180
11/3/1992,PA,Lawrence,Clinton,democrat,20830,41203
11/3/1992,PA,Lawrence,Bush,republican,republican,12359,41203
11/3/1992,PA,Lawrence,Perot,reform,7950,41203
11/3/1992,PA,Lebanon,Clinton,democrat,12350,43021
11/3/1992,PA,Lebanon,Bush,republican,republican,21512,43021
11/3/1992,PA,Lebanon,Perot,reform,9005,43021
11/3/1992,PA,Lehigh,Clinton,democrat,46711,114836
11/3/1992,PA,Lehigh,Bush,republican,republican,42631,114836
11/3/1992,PA,Lehigh,Perot,reform,24853,114836
11/3/1992,PA,Luzerne,Clinton,democrat,56623,127146
11/3/1992,PA,Luzerne,Bush,republican,republican,49285,127146
11/3/1992,PA,Luzerne,Perot,reform,21007,127146
11/3/1992,PA,Lycoming,Clinton,democrat,13315,43172
11/3/1992,PA,Lycoming,Bush,republican,republican,20536,43172
11/3/1992,PA,Lycoming,Perot,reform,9170,43172
11/3/1992,PA,McKean,Clinton,democrat,5331,16400
11/3/1992,PA,McKean,Bush,republican,republican,6965,16400
11/3/1992,PA,McKean,Perot,reform,4019,16400
11/3/1992,PA,Mercer,Clinton,democrat,23264,49836
11/3/1992,PA,Mercer,Bush,republican,republican,16081,49836
11/3/1992,PA,Mercer,Perot,reform,10277,49836
11/3/1992,PA,Mifflin,Clinton,democrat,4946,14688
11/3/1992,PA,Mifflin,Bush,republican,republican,6300,14688
11/3/1992,PA,Mifflin,Perot,reform,3382,14688
11/3/1992,PA,Monroe,Clinton,democrat,13468,37500
11/3/1992,PA,Monroe,Bush,republican,republican,14557,37500
11/3/1992,PA,Monroe,Perot,reform,9257,37500
11/3/1992,PA,Montgomery,Clinton,democrat,136572,318576
11/3/1992,PA,Montgomery,Bush,republican,republican,125704,318576
11/3/1992,PA,Montgomery,Perot,reform,53738,318576
11/3/1992,PA,Montour,Clinton,democrat,2150,6646
11/3/1992,PA,Montour,Bush,republican,republican,3096,6646
11/3/1992,PA,Montour,Perot,reform,1373,6646
11/3/1992,PA,Northampton,Clinton,democrat,42203,97525
11/3/1992,PA,Northampton,Bush,republican,republican,34429,97525
11/3/1992,PA,Northampton,Perot,reform,20234,97525
11/3/1992,PA,Northumberland,Clinton,democrat,12814,35792
